Education	Marital_Status	Income	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	Complain	Age	Young	Income_Group	Age_Group	TotalPurchases	WebToStoreRatio
5	1	60000.0	5	11	3	5	6	0	48	1.0	4	2	16	1.8333333333333333
3	1	38643.0	2	2	0	3	7	1	46	2.0	2	2	5	0.5
3	2	50737.0	1	2	0	4	6	0	69	1.0	3	3	6	0.4
5	2	68462.0	1	3	3	8	1	0	55	0.0	4	3	11	0.3333333333333333
4	2	65073.0	1	5	3	5	2	1	81	0.0	4	4	10	0.8333333333333334
5	3	46681.0	2	4	6	4	5	0	76	2.0	3	3	8	0.8
3	2	78618.0	1	4	7	10	2	0	67	0.0	4	3	14	0.36363636363636365
5	5	62187.0	3	6	2	10	4	0	55	1.0	4	3	16	0.5454545454545454
3	2	28442.0	3	2	1	4	4	0	46	2.0	2	2	6	0.4
5	2	37717.0	1	1	0	2	9	0	46	1.0	2	2	3	0.3333333333333333
3	2	51479.0	7	6	3	6	7	0	57	2.0	3	3	12	0.8571428571428571
3	1	54803.0	2	6	2	9	4	0	55	1.0	3	3	15	0.6
3	2	79530.0	1	4	10	11	2	0	64	0.0	4	3	15	0.3333333333333333
3	4	31615.0	2	2	0	3	7	0	48	1.0	2	2	5	0.5
3	3	72025.0	1	4	3	8	3	0	62	0.0	4	3	12	0.4444444444444444
5	1	52614.0	2	2	4	8	8	0	49	1.0	3	2	10	0.2222222222222222
2	2	35684.0	1	1	0	3	6	0	40	1.0	2	2	4	0.25
3	2	48178.0	6	5	1	4	8	0	49	2.0	3	2	9	1.0
4	1	29548.0	1	1	1	2	4	0	54	1.0	2	2	3	0.3333333333333333
3	1	63810.0	4	4	3	12	8	0	58	1.0	4	3	16	0.3076923076923077
5	1	38578.0	3	3	0	3	8	0	52	2.0	2	2	6	0.75
4	1	46098.0	4	3	2	2	8	0	49	2.0	3	2	5	1.0
3	1	22585.0	1	1	1	2	9	0	54	0.0	2	2	3	0.3333333333333333
3	1	30279.0	1	1	0	3	8	0	35	1.0	2	2	4	0.25
5	3	66426.0	2	3	5	10	6	0	63	1.0	4	3	13	0.2727272727272727
3	1	30822.0	1	1	0	3	7	0	55	1.0	2	3	4	0.25
5	2	33581.0	1	1	0	2	8	0	55	2.0	2	3	3	0.3333333333333333
3	2	19986.0	1	0	0	3	7	0	39	1.0	1	2	3	0.0
3	5	27421.0	3	4	1	6	7	0	70	0.0	2	3	10	0.5714285714285714
2	2	35688.0	7	4	1	4	8	0	51	3.0	2	2	8	0.8
4	1	36143.0	1	0	1	2	3	0	43	1.0	2	2	2	0.0
3	1	10245.0	3	1	2	2	5	0	53	1.0	1	2	3	0.3333333333333333
4	3	43795.0	3	7	3	4	7	0	56	1.0	3	3	11	1.4
3	3	63381.0	4	4	5	13	2	0	64	1.0	4	3	17	0.2857142857142857
3	3	38823.0	1	2	1	3	6	0	75	1.0	2	3	5	0.5
5	4	83664.0	3	2	2	12	5	0	56	2.0	5	3	14	0.15384615384615385
3	3	90300.0	0	5	6	8	1	0	45	0.0	5	2	13	0.5555555555555556
4	3	62499.0	2	3	1	6	4	0	45	1.0	4	2	9	0.42857142857142855
3	1	74293.0	1	5	4	6	2	0	31	0.0	4	2	11	0.7142857142857143
5	2	51012.0	1	4	1	4	6	0	78	0.0	3	3	8	0.8
4	2	70777.0	3	5	3	12	3	0	56	1.0	4	3	17	0.38461538461538464
5	3	68682.0	1	4	9	10	2	0	33	0.0	4	2	14	0.36363636363636365
3	2	43824.0	4	3	1	4	8	0	53	2.0	3	2	7	0.6
3	3	15345.0	2	1	1	2	8	0	40	1.0	1	2	3	0.3333333333333333
3	1	23442.0	1	1	0	3	7	0	37	1.0	2	2	4	0.25
2	3	14515.0	4	2	2	3	7	0	44	1.0	1	2	5	0.5
2	4	31395.0	4	2	1	3	6	0	68	2.0	2	3	5	0.5
3	3	75276.0	1	9	4	9	5	0	59	0.0	4	3	18	0.9
3	1	42373.0	5	2	1	5	5	0	50	2.0	3	2	7	0.3333333333333333
3	3	30507.0	1	5	1	4	7	0	64	0.0	2	3	9	1.0
5	1	55521.0	9	6	3	6	7	0	69	3.0	3	3	12	0.8571428571428571
3	2	48006.0	1	1	0	3	6	0	59	2.0	3	3	4	0.25
5	1	27213.0	3	2	0	4	8	0	52	1.0	2	2	6	0.4
5	4	65808.0	3	5	1	5	6	0	53	2.0	4	2	10	0.8333333333333334
5	3	30351.0	1	3	0	2	9	0	50	1.0	2	2	5	1.0
3	2	50437.0	3	7	1	8	7	0	61	2.0	3	3	15	0.7777777777777778
2	1	23616.0	2	3	0	3	8	0	42	1.0	2	2	6	0.75
3	2	53858.0	4	4	3	6	4	0	48	1.0	3	2	10	0.5714285714285714
5	2	66465.0	3	11	9	12	6	0	69	1.0	4	3	23	0.8461538461538461
3	1	46923.0	3	5	1	7	7	0	37	1.0	3	2	12	0.625
3	3	75072.0	2	5	4	8	3	0	62	1.0	4	3	13	0.5555555555555556
5	2	75865.0	1	3	5	10	1	0	81	0.0	4	4	13	0.2727272727272727
2	3	19789.0	3	2	1	3	5	0	49	1.0	1	2	5	0.5
3	3	80134.0	1	2	7	11	5	0	30	0.0	5	2	13	0.16666666666666666
3	1	91065.0	1	7	9	9	3	0	43	0.0	5	2	16	0.7
4	2	49505.0	9	10	2	8	8	0	53	2.0	3	2	18	1.1111111111111112
5	2	37401.0	2	2	0	3	7	0	51	1.0	2	2	5	0.5
3	2	30096.0	1	2	0	3	6	0	41	1.0	2	2	5	0.5
4	3	18492.0	1	1	0	2	8	0	42	1.0	1	2	3	0.3333333333333333
4	2	82584.0	1	3	4	8	1	0	50	0.0	5	2	11	0.3333333333333333
5	2	93027.0	0	7	10	5	2	0	83	0.0	5	4	12	1.1666666666666667
3	2	48686.0	1	1	0	2	8	0	71	3.0	3	3	3	0.3333333333333333
3	2	92910.0	1	6	7	13	1	0	38	0.0	5	2	19	0.42857142857142855
3	2	75433.0	2	2	5	10	6	0	35	1.0	4	2	12	0.18181818181818182
2	3	10404.0	2	1	0	4	5	0	35	1.0	1	2	5	0.2
3	2	61314.0	2	5	5	12	3	0	56	1.0	4	3	17	0.38461538461538464
5	1	84865.0	1	2	4	9	4	0	63	0.0	5	3	11	0.2
3	2	42387.0	5	8	1	7	8	0	35	1.0	3	2	15	1.0
2	3	67309.0	15	9	6	9	7	0	57	2.0	4	3	18	0.9
3	2	75236.0	1	8	3	13	4	0	60	1.0	4	3	21	0.5714285714285714
3	1	30015.0	2	1	0	4	5	0	54	1.0	2	2	5	0.2
4	3	50943.0	1	1	0	3	5	0	68	1.0	3	3	4	0.25
3	4	67272.0	3	6	2	12	5	0	58	1.0	4	3	18	0.46153846153846156
4	5	51529.0	2	9	1	5	8	0	75	1.0	3	3	14	1.5
5	2	32011.0	3	2	1	4	7	0	53	1.0	2	2	6	0.4
2	2	7500.0	2	2	0	3	8	0	38	1.0	1	2	5	0.5
3	2	28691.0	1	1	0	3	8	0	35	1.0	2	2	4	0.25
5	2	56223.0	2	2	1	5	4	0	76	1.0	3	3	7	0.3333333333333333
3	2	18100.0	1	0	0	3	5	0	78	0.0	1	3	3	0.0
3	1	30279.0	1	1	0	3	8	0	35	1.0	2	2	4	0.25
2	2	20130.0	1	1	0	3	8	0	50	0.0	2	2	4	0.25
3	4	23295.0	1	1	0	2	8	0	65	0.0	2	3	3	0.3333333333333333
4	4	42618.0	2	5	0	4	8	0	52	1.0	3	2	9	1.0
3	1	81246.0	1	4	5	7	1	0	60	0.0	5	3	11	0.5
3	2	24027.0	2	2	0	3	8	0	48	1.0	2	2	5	0.5
5	2	55707.0	2	3	2	9	3	0	71	1.0	3	3	12	0.3
3	1	57959.0	5	4	7	11	3	0	69	1.0	3	3	15	0.3333333333333333
3	2	56796.0	3	8	9	7	7	0	55	1.0	3	3	15	1.0
4	1	36230.0	1	2	0	4	5	0	53	1.0	2	2	6	0.4
2	2	70829.0	2	4	2	8	3	0	44	2.0	4	2	12	0.4444444444444444
3	2	65991.0	3	9	5	10	7	0	48	1.0	4	2	19	0.8181818181818182
3	2	38988.0	7	5	1	6	8	0	52	3.0	2	2	11	0.7142857142857143
2	1	89572.0	1	7	7	9	4	0	58	0.0	5	3	16	0.7
4	2	42207.0	4	4	1	5	6	0	40	1.0	3	2	9	0.6666666666666666
3	2	50300.0	2	2	1	8	2	0	72	1.0	3	3	10	0.2222222222222222
2	3	66664.0	1	5	7	6	3	0	42	0.0	4	2	11	0.7142857142857143
3	2	60597.0	4	2	2	8	7	0	60	1.0	4	3	10	0.2222222222222222
3	5	70165.0	1	3	7	11	1	0	75	0.0	4	3	14	0.25
5	5	50520.0	2	3	1	3	6	0	66	1.0	3	3	6	0.75
3	2	80124.0	1	3	7	8	1	0	61	0.0	5	3	11	0.3333333333333333
3	2	33183.0	2	4	0	3	7	0	49	1.0	2	2	7	1.0
5	1	66582.0	1	2	8	9	1	0	55	0.0	4	3	11	0.2
5	3	75261.0	1	5	6	5	2	0	69	0.0	4	3	10	0.8333333333333334
3	5	31880.0	1	1	0	2	8	0	54	1.0	2	2	3	0.3333333333333333
3	2	53790.0	3	7	2	8	6	0	73	2.0	3	3	15	0.7777777777777778
5	3	49269.0	3	7	3	12	7	0	53	1.0	3	2	19	0.5384615384615384
3	2	61456.0	4	6	10	13	4	0	49	1.0	4	2	19	0.42857142857142855
3	2	37406.0	1	1	0	2	8	0	44	1.0	2	2	3	0.3333333333333333
5	3	56937.0	7	8	6	9	6	0	43	1.0	3	2	17	0.8
3	2	38415.0	2	1	0	3	7	0	46	2.0	2	2	4	0.25
3	1	20518.0	1	1	1	2	5	0	36	1.0	2	2	3	0.3333333333333333
3	2	62503.0	4	8	3	11	5	0	68	1.0	4	3	19	0.6666666666666666
5	1	41644.0	2	1	0	3	3	0	52	2.0	3	2	4	0.25
4	2	55842.0	1	7	1	8	5	0	47	1.0	3	2	15	0.7777777777777778
5	2	62010.0	4	6	2	7	5	0	52	1.0	4	2	13	0.75
3	2	41124.0	7	7	3	4	8	0	47	1.0	3	2	11	1.4
4	2	38961.0	1	2	1	2	7	0	51	1.0	2	2	4	0.6666666666666666
4	4	37760.0	1	2	0	3	6	0	52	1.0	2	2	5	0.5
3	1	32233.0	2	6	2	2	9	0	50	1.0	2	2	8	2.0
3	2	43057.0	4	4	2	5	5	0	49	1.0	3	2	9	0.6666666666666666
4	3	83151.0	1	5	9	4	3	0	64	0.0	5	3	9	1.0
5	4	78825.0	1	5	10	13	3	0	60	0.0	4	3	18	0.35714285714285715
4	3	65104.0	2	3	5	7	7	0	48	1.0	4	2	10	0.375
3	2	60093.0	2	7	2	10	6	0	50	1.0	4	2	17	0.6363636363636364
3	2	14045.0	1	1	0	3	7	0	55	1.0	1	3	4	0.25
2	5	28457.0	1	4	1	4	8	0	72	0.0	2	3	8	0.8
5	3	78952.0	2	2	5	12	6	0	66	1.0	4	3	14	0.15384615384615385
3	4	46310.0	2	6	1	5	8	0	48	1.0	3	2	11	1.0
3	3	76005.0	1	3	5	13	6	0	69	0.0	4	3	16	0.21428571428571427
4	1	58308.0	4	2	6	3	8	0	60	1.0	3	3	5	0.5
5	4	55614.0	1	9	4	6	7	0	80	0.0	3	4	15	1.2857142857142858
4	4	59432.0	3	5	3	11	5	0	62	1.0	3	3	16	0.4166666666666667
3	4	55563.0	1	2	0	3	3	0	46	1.0	3	2	5	0.5
5	3	78642.0	1	4	9	4	6	0	53	1.0	4	2	8	0.8
5	3	67911.0	3	6	7	11	3	0	75	1.0	4	3	17	0.5
3	2	65275.0	1	4	3	13	2	0	80	0.0	4	4	17	0.2857142857142857
3	3	27203.0	2	1	1	2	8	0	74	2.0	2	3	3	0.3333333333333333
4	3	48330.0	1	1	0	3	5	0	63	1.0	3	3	4	0.25
1	2	24279.0	1	4	1	3	8	0	34	0.0	2	2	7	1.0
5	2	64355.0	2	4	3	12	8	0	39	1.0	4	2	16	0.3076923076923077
4	3	50943.0	1	1	0	3	5	0	68	1.0	3	3	4	0.25
3	5	53653.0	2	10	4	12	6	0	71	0.0	3	3	22	0.7692307692307693
3	2	65665.0	1	5	10	8	3	0	48	1.0	4	2	13	0.5555555555555556
3	1	81217.0	1	3	7	11	1	0	35	0.0	5	2	14	0.25
3	2	34935.0	1	2	1	4	7	0	32	0.0	2	2	6	0.4
3	4	61250.0	6	5	2	12	5	0	65	1.0	4	3	17	0.38461538461538464
5	3	39665.0	3	4	2	3	7	0	43	1.0	2	2	7	1.0
3	1	60152.0	1	6	4	12	3	0	45	1.0	4	2	18	0.46153846153846156
3	2	48920.0	3	6	2	5	7	0	60	2.0	3	3	11	1.0
4	3	89120.0	1	5	6	7	1	0	65	0.0	5	3	12	0.625
5	3	44124.0	4	6	2	5	8	0	78	1.0	3	3	11	1.0
4	1	81169.0	1	5	7	9	2	0	49	0.0	5	2	14	0.5
3	2	36443.0	4	3	1	3	8	0	63	2.0	2	3	6	0.75
3	1	26095.0	1	1	0	3	7	0	34	1.0	2	2	4	0.25
3	3	71367.0	1	4	5	7	2	0	65	0.0	4	3	11	0.5
4	2	80184.0	1	6	3	10	3	0	80	0.0	5	4	16	0.5454545454545454
3	4	30630.0	2	2	0	3	7	0	59	2.0	2	3	5	0.5
4	1	73454.0	1	2	4	6	5	0	37	0.0	4	2	8	0.2857142857142857
3	2	42691.0	1	5	1	6	5	0	33	0.0	3	2	11	0.7142857142857143
3	2	70503.0	1	2	4	9	6	0	71	0.0	4	3	11	0.2
3	2	25545.0	3	2	2	3	6	0	37	1.0	2	2	5	0.5
3	2	32880.0	1	1	0	3	8	0	38	1.0	2	2	4	0.25
5	3	77863.0	1	4	5	10	2	0	66	0.0	4	3	14	0.36363636363636365
4	2	50353.0	1	4	4	6	3	0	47	0.0	3	2	10	0.5714285714285714
3	1	61839.0	1	4	8	4	8	0	60	0.0	4	3	8	0.8
5	2	49154.0	6	4	1	8	6	0	64	2.0	3	3	12	0.4444444444444444
2	5	47682.0	4	4	3	8	5	0	49	1.0	3	2	12	0.4444444444444444
3	1	72679.0	1	4	7	5	1	0	55	1.0	4	3	9	0.6666666666666666
4	3	57954.0	7	8	2	6	7	0	47	2.0	3	2	14	1.1428571428571428
3	2	65316.0	2	3	2	5	4	0	62	2.0	4	3	8	0.5
3	1	28567.0	2	2	0	3	6	0	42	1.0	2	2	5	0.5
4	3	47352.0	4	6	1	5	7	0	73	1.0	3	3	11	1.0
3	3	44931.0	1	2	1	3	5	0	57	1.0	3	3	5	0.5
3	4	76982.0	1	8	3	4	4	0	57	0.0	4	3	12	1.6
2	3	57247.0	2	2	1	7	2	0	72	1.0	3	3	9	0.25
4	1	22944.0	3	3	0	3	7	0	43	1.0	2	2	6	0.75
2	3	25315.0	3	3	0	3	8	0	47	1.0	2	2	6	0.75
3	5	43638.0	2	4	1	4	7	0	55	1.0	3	3	8	0.8
5	1	42710.0	2	4	5	3	6	0	40	1.0	3	2	7	1.0
5	2	84169.0	1	7	6	6	3	0	42	0.0	5	2	13	1.0
3	3	54058.0	2	4	6	8	3	0	48	1.0	3	2	12	0.4444444444444444
2	2	24683.0	2	2	0	4	5	0	34	1.0	2	2	6	0.4
3	5	85620.0	1	3	6	4	1	0	60	0.0	5	3	7	0.6
3	2	47850.0	1	3	0	4	6	0	44	1.0	3	2	7	0.6
3	2	19514.0	4	3	1	2	8	0	56	2.0	1	3	5	1.0
4	2	27159.0	2	1	0	3	6	0	51	2.0	2	2	4	0.25
2	1	39548.0	2	1	1	3	3	0	61	2.0	2	3	4	0.25
3	1	21474.0	2	3	1	2	7	0	35	1.0	2	2	5	1.0
5	1	60504.0	2	6	2	8	6	0	53	1.0	4	2	14	0.6666666666666666
3	2	22419.0	1	3	2	2	8	0	61	0.0	2	3	5	1.0
4	2	81698.0	1	3	8	13	1	0	75	0.0	5	3	16	0.21428571428571427
3	3	43462.0	6	4	1	5	8	0	72	2.0	3	3	9	0.6666666666666666
5	1	54880.0	2	6	2	11	5	0	46	1.0	3	2	17	0.5
3	2	79908.0	1	5	6	7	2	0	42	0.0	4	2	12	0.625
2	2	15315.0	2	2	0	4	5	0	54	0.0	1	2	6	0.4
3	3	87771.0	1	5	10	4	6	0	65	1.0	5	3	9	1.0
3	2	33039.0	1	2	0	4	5	0	46	1.0	2	2	6	0.4
3	1	81741.0	0	6	6	7	2	0	44	0.0	5	2	13	0.75
4	3	71499.0	2	8	3	13	4	0	53	1.0	4	2	21	0.5714285714285714
2	2	62466.0	5	6	3	12	4	0	54	1.0	4	2	18	0.46153846153846156
5	4	48799.0	3	3	2	7	3	0	61	1.0	3	3	10	0.375
5	3	52157.0	2	3	2	5	4	0	74	1.0	3	3	8	0.5
3	1	66565.0	4	4	2	9	8	0	62	1.0	4	3	13	0.4
4	3	29298.0	1	1	0	2	5	0	73	2.0	2	3	3	0.3333333333333333
3	1	47691.0	1	1	0	2	6	0	45	1.0	3	2	3	0.3333333333333333
3	3	38200.0	1	1	0	2	7	0	54	2.0	2	2	3	0.3333333333333333
3	2	44989.0	5	5	1	5	6	0	50	1.0	3	2	10	0.8333333333333334
5	2	38443.0	2	1	0	3	7	0	56	2.0	2	3	4	0.25
2	1	38593.0	3	4	1	3	8	0	46	1.0	2	2	7	1.0
5	3	64413.0	1	5	1	5	5	0	54	1.0	4	2	10	0.8333333333333334
4	2	36959.0	2	2	0	3	8	0	43	1.0	2	2	5	0.5
5	2	61996.0	3	6	4	8	5	0	47	1.0	4	2	14	0.6666666666666666
3	2	51287.0	3	4	1	3	7	0	56	2.0	3	3	7	1.0
3	2	13260.0	4	3	0	3	8	0	54	2.0	1	2	6	0.75
5	3	47472.0	2	2	0	4	5	0	58	2.0	3	3	6	0.4
4	3	54603.0	6	4	2	4	7	0	68	2.0	3	3	8	0.8
5	2	45207.0	5	3	1	6	6	0	50	2.0	3	2	9	0.42857142857142855
3	3	40689.0	7	7	1	5	8	0	73	1.0	3	3	12	1.1666666666666667
2	3	47821.0	1	1	0	3	8	0	57	2.0	3	3	4	0.25
4	2	27450.0	1	2	1	3	7	0	73	0.0	2	3	5	0.5
3	3	39453.0	2	2	0	3	6	0	41	1.0	2	2	5	0.5
2	3	26850.0	4	2	1	4	4	0	53	2.0	2	2	6	0.4
3	5	79800.0	1	5	11	5	3	0	69	0.0	4	3	10	0.8333333333333334
4	2	61794.0	2	4	4	10	2	0	63	1.0	4	3	14	0.36363636363636365
3	3	53863.0	3	7	1	7	7	0	69	1.0	3	3	14	0.875
3	3	24221.0	1	1	1	3	4	0	65	0.0	2	3	4	0.25
5	1	39684.0	2	2	1	2	7	1	40	1.0	2	2	4	0.6666666666666666
4	2	92163.0	0	5	11	5	2	0	49	0.0	5	2	10	0.8333333333333334
4	1	69882.0	1	3	7	9	1	0	59	0.0	4	3	12	0.3
3	3	33178.0	1	1	0	3	4	0	47	1.0	2	2	4	0.25
5	2	59973.0	1	3	4	7	1	0	52	0.0	3	2	10	0.375
4	3	17459.0	3	3	1	2	7	0	49	1.0	1	2	5	1.0
3	4	23910.0	1	2	0	3	7	0	55	1.0	2	3	5	0.5
4	2	42169.0	2	1	0	3	8	0	55	2.0	3	3	4	0.25
2	2	26224.0	3	2	1	3	6	0	46	1.0	2	2	5	0.5
3	3	31089.0	3	3	0	4	8	0	43	1.0	2	2	7	0.6
3	1	30081.0	1	1	0	3	7	0	63	1.0	2	3	4	0.25
3	3	62807.0	3	5	3	12	5	0	64	1.0	4	3	17	0.38461538461538464
3	1	72906.0	1	3	4	9	1	0	69	0.0	4	3	12	0.3
5	2	61467.0	3	5	2	10	5	0	76	2.0	4	3	15	0.45454545454545453
4	3	49618.0	4	3	1	3	7	0	58	2.0	3	3	6	0.75
4	1	21888.0	4	5	1	2	10	0	38	1.0	2	2	7	1.6666666666666667
3	5	42429.0	2	1	1	3	5	0	51	1.0	3	2	4	0.25
3	4	26150.0	1	1	0	3	7	0	68	3.0	2	3	4	0.25
1	2	30801.0	2	1	0	3	7	0	49	1.0	2	2	4	0.25
3	2	81168.0	1	6	4	7	3	0	59	0.0	5	3	13	0.75
4	1	26877.0	2	3	1	6	6	0	55	0.0	2	3	9	0.42857142857142855
4	5	45006.0	1	3	1	7	3	0	80	0.0	3	4	10	0.375
1	2	18978.0	1	1	0	3	8	0	51	1.0	1	2	4	0.25
3	2	22574.0	2	2	0	3	7	0	57	3.0	2	3	5	0.5
5	1	48240.0	3	6	3	13	5	0	55	0.0	3	3	19	0.42857142857142855
3	2	45837.0	5	6	2	5	7	0	50	2.0	3	2	11	1.0
4	1	35791.0	2	1	0	3	8	0	59	3.0	2	3	4	0.25
3	5	54162.0	1	1	0	3	4	0	46	2.0	3	2	4	0.25
4	2	30522.0	5	1	2	9	2	0	64	1.0	2	3	10	0.1
5	2	54456.0	3	6	1	7	6	0	63	1.0	3	3	13	0.75
3	1	31632.0	1	2	1	2	7	0	53	0.0	2	2	4	0.6666666666666666
3	5	72298.0	1	4	3	6	1	0	75	0.0	4	3	10	0.5714285714285714
2	1	36975.0	1	1	0	3	7	0	46	1.0	2	2	4	0.25
2	2	72635.0	1	6	8	6	3	0	69	0.0	4	3	12	0.8571428571428571
3	2	13624.0	2	2	0	3	6	0	48	1.0	1	2	5	0.5
3	1	84196.0	1	8	4	7	3	0	49	1.0	5	2	15	1.0
3	3	70971.0	7	11	11	5	7	0	64	1.0	4	3	16	1.8333333333333333
5	4	34487.0	3	3	0	3	9	0	47	2.0	2	2	6	0.75
3	1	28769.0	3	4	1	4	9	0	47	1.0	2	2	8	0.8
5	2	69084.0	2	7	3	13	8	0	54	1.0	4	2	20	0.5
5	3	65488.0	1	3	4	6	1	0	66	0.0	4	3	9	0.42857142857142855
2	2	62466.0	5	6	3	12	4	0	54	1.0	4	2	18	0.46153846153846156
2	1	32218.0	1	2	1	3	7	0	64	0.0	2	3	5	0.5
3	1	83917.0	1	6	7	7	3	0	51	0.0	5	2	13	0.75
3	4	46102.0	1	1	0	2	7	0	62	3.0	3	3	3	0.3333333333333333
3	1	84574.0	1	9	11	11	5	0	72	0.0	5	3	20	0.75
3	2	56181.0	1	4	2	7	4	0	62	1.0	3	3	11	0.5
4	4	63120.0	5	8	4	9	7	0	74	1.0	4	3	17	0.8
3	2	73691.0	2	6	2	8	2	0	53	1.0	4	2	14	0.6666666666666666
3	3	63381.0	4	4	5	13	2	0	64	1.0	4	3	17	0.2857142857142857
5	3	76140.0	1	5	9	6	2	0	76	0.0	4	3	11	0.7142857142857143
5	4	62859.0	4	9	4	6	6	0	65	1.0	4	3	15	1.2857142857142858
3	1	45906.0	2	5	4	4	5	0	60	1.0	3	3	9	1.0
4	3	77632.0	1	4	2	6	2	0	77	0.0	4	3	10	0.5714285714285714
5	2	46463.0	7	3	1	6	6	0	53	2.0	3	2	9	0.42857142857142855
3	3	105471.0	0	9	8	13	3	0	54	0.0	6	2	22	0.6428571428571429
4	4	55282.0	1	3	1	6	4	0	54	1.0	3	2	9	0.42857142857142855
4	2	78710.0	3	7	6	12	4	0	47	1.0	4	2	19	0.5384615384615384
3	3	66886.0	2	7	1	7	5	0	66	1.0	4	3	14	0.875
4	1	98777.0	0	4	6	9	1	0	64	0.0	5	3	13	0.4
3	3	29103.0	2	1	0	3	9	0	39	1.0	2	2	4	0.25
3	2	67445.0	5	9	6	12	6	0	50	1.0	4	2	21	0.6923076923076923
5	3	50616.0	1	1	1	4	2	0	74	1.0	3	3	5	0.2
3	4	49431.0	2	7	1	5	8	0	69	1.0	3	3	12	1.1666666666666667
3	3	61278.0	2	3	1	4	6	0	71	1.0	4	3	7	0.6
2	3	26490.0	2	3	1	5	6	0	66	0.0	2	3	8	0.5
5	3	73059.0	1	9	3	13	4	0	77	1.0	4	3	22	0.6428571428571429
5	1	46734.0	4	3	2	3	6	0	58	3.0	3	3	6	0.75
3	3	56253.0	4	7	2	9	6	0	61	1.0	3	3	16	0.7
3	2	19986.0	1	0	0	3	7	0	39	1.0	1	2	3	0.0
3	5	58330.0	1	6	4	13	4	0	49	1.0	3	2	19	0.42857142857142855
1	2	25965.0	1	2	0	3	8	0	44	0.0	2	2	5	0.5
4	3	14661.0	1	1	0	3	6	0	68	0.0	1	3	4	0.25
3	2	18690.0	1	1	1	2	8	0	65	0.0	1	3	3	0.3333333333333333
5	3	45068.0	1	1	0	2	7	0	50	1.0	3	2	3	0.3333333333333333
1	1	21063.0	2	2	0	3	6	0	37	1.0	2	2	5	0.5
5	2	29187.0	1	1	0	3	8	0	56	1.0	2	3	4	0.25
2	2	54690.0	3	3	1	5	3	0	53	2.0	3	2	8	0.5
5	2	59304.0	3	7	8	10	5	0	60	1.0	3	3	17	0.6363636363636364
4	1	59247.0	5	5	2	9	6	0	62	2.0	3	3	14	0.5
3	5	66731.0	4	4	3	6	3	0	54	1.0	4	2	10	0.5714285714285714
3	2	77353.0	2	6	4	8	4	0	44	1.0	4	2	14	0.6666666666666666
5	1	52614.0	2	2	4	8	8	0	49	1.0	3	2	10	0.2222222222222222
3	2	26751.0	1	1	0	2	8	0	50	2.0	2	2	3	0.3333333333333333
5	2	81300.0	3	10	3	5	5	0	61	1.0	5	3	15	1.6666666666666667
3	1	70337.0	1	2	2	12	1	0	45	0.0	4	2	14	0.15384615384615385
2	2	36145.0	4	4	1	3	9	0	39	1.0	2	2	7	1.0
5	1	65295.0	1	3	3	13	2	0	44	0.0	4	2	16	0.21428571428571427
3	4	68118.0	2	8	9	4	6	0	61	1.0	4	3	12	1.6
3	4	68743.0	1	11	5	13	7	0	57	0.0	4	3	24	0.7857142857142857
2	3	41039.0	1	8	1	5	8	0	42	0.0	3	2	13	1.3333333333333333
3	3	38946.0	2	3	1	6	5	0	69	1.0	2	3	9	0.42857142857142855
3	3	65777.0	1	2	8	6	1	0	57	0.0	4	3	8	0.2857142857142857
5	4	66476.0	2	5	2	11	4	0	48	1.0	4	2	16	0.4166666666666667
5	1	86857.0	1	5	6	10	2	0	52	0.0	5	2	15	0.45454545454545453
5	3	77845.0	1	3	5	12	1	0	35	0.0	4	2	15	0.23076923076923078
5	3	69476.0	1	4	6	4	2	0	55	0.0	4	3	8	0.8
5	4	50611.0	6	4	5	7	6	0	64	1.0	3	3	11	0.5
3	1	61209.0	1	5	3	4	2	0	54	0.0	4	2	9	1.0
4	3	42315.0	3	1	4	4	3	0	66	1.0	3	3	5	0.2
1	3	13084.0	1	1	0	3	6	0	72	0.0	1	3	4	0.25
4	5	47570.0	3	2	2	2	7	0	75	2.0	3	3	4	0.6666666666666666
4	2	61923.0	1	2	1	4	3	0	63	2.0	4	3	6	0.4
3	1	34824.0	1	1	0	2	6	0	29	0.0	2	1	3	0.3333333333333333
5	1	26518.0	3	2	0	3	8	0	75	2.0	2	3	5	0.5
3	1	45938.0	2	8	4	6	6	0	63	0.0	3	3	14	1.1428571428571428
3	3	78468.0	1	10	7	10	4	0	64	0.0	4	3	20	0.9090909090909091
3	4	78901.0	3	9	3	5	4	0	51	1.0	4	2	14	1.5
3	2	71427.0	2	8	2	8	4	0	46	2.0	4	2	16	0.8888888888888888
3	4	71022.0	3	5	2	11	8	0	46	1.0	4	2	16	0.4166666666666667
4	1	90247.0	1	3	4	7	1	0	36	0.0	5	2	10	0.375
4	4	41335.0	3	4	1	4	7	0	56	1.0	3	3	8	0.8
3	2	71952.0	2	8	4	8	4	0	38	1.0	4	2	16	0.8888888888888888
5	4	35682.0	1	1	1	3	2	0	54	1.0	2	2	4	0.25
3	4	43185.0	2	9	3	6	8	0	73	1.0	3	3	15	1.2857142857142858
5	3	66375.0	3	2	4	5	7	0	76	1.0	4	3	7	0.3333333333333333
4	2	35178.0	1	1	1	2	7	0	53	1.0	2	2	3	0.3333333333333333
3	2	25252.0	1	1	0	2	8	0	38	1.0	2	2	3	0.3333333333333333
